1, 720, Note_on_c, 0, 55, 80
1, 720, Note_on_c, 0, 60, 80
1, 720, Note_on_c, 0, 63, 80
1, 1403, Note_on_c, 0, 55, 0
1, 1403, Note_on_c, 0, 60, 0
1, 1403, Note_on_c, 0, 63, 0
1, 1440, Note_on_c, 0, 55, 80
1, 1440, Note_on_c, 0, 60, 80
1, 1440, Note_on_c, 0, 63, 80
1, 1895, Note_on_c, 0, 55, 0
1, 1895, Note_on_c, 0, 60, 0
1, 1895, Note_on_c, 0, 63, 0
1, 2640, Note_on_c, 0, 55, 80
1, 2640, Note_on_c, 0, 60, 80
1, 2640, Note_on_c, 0, 63, 80
1, 3323, Note_on_c, 0, 55, 0
1, 3323, Note_on_c, 0, 60, 0
1, 3323, Note_on_c, 0, 63, 0
1, 3360, Note_on_c, 0, 55, 80
1, 3360, Note_on_c, 0, 60, 80
1, 3360, Note_on_c, 0, 63, 80
1, 3815, Note_on_c, 0, 55, 0
1, 3815, Note_on_c, 0, 60, 0
1, 3815, Note_on_c, 0, 63, 0
1, 3840, Note_on_c, 0, 55, 80
1, 3840, Note_on_c, 0, 58, 80
1, 3840, Note_on_c, 0, 62, 80
1, 4523, Note_on_c, 0, 55, 0
1, 4523, Note_on_c, 0, 58, 0
1, 4523, Note_on_c, 0, 62, 0
1, 4560, Note_on_c, 0, 55, 80
1, 4560, Note_on_c, 0, 58, 80
1, 4560, Note_on_c, 0, 62, 80
1, 5243, Note_on_c, 0, 55, 0
1, 5243, Note_on_c, 0, 58, 0
1, 5243, Note_on_c, 0, 62, 0
1, 5280, Note_on_c, 0, 63, 80
1, 5735, Note_on_c, 0, 63, 0
1, 5760, Note_on_c, 0, 51, 80
1, 5760, Note_on_c, 0, 55, 80
1, 5760, Note_on_c, 0, 60, 80
1, 6720, Note_on_c, 0, 51, 0
1, 7200, Note_on_c, 0, 55, 0
1, 7583, Note_on_c, 0, 60, 0
1, 8400, Note_on_c, 0, 55, 80
1, 8400, Note_on_c, 0, 60, 80
1, 8400, Note_on_c, 0, 63, 80
1, 9083, Note_on_c, 0, 55, 0
1, 9083, Note_on_c, 0, 60, 0
1, 9083, Note_on_c, 0, 63, 0
1, 9120, Note_on_c, 0, 55, 80
1, 9120, Note_on_c, 0, 60, 80
1, 9120, Note_on_c, 0, 63, 80
1, 9575, Note_on_c, 0, 55, 0
1, 9575, Note_on_c, 0, 60, 0
1, 9575, Note_on_c, 0, 63, 0
1, 10320, Note_on_c, 0, 55, 80
1, 10320, Note_on_c, 0, 60, 80
1, 10320, Note_on_c, 0, 63, 80
1, 11003, Note_on_c, 0, 55, 0
1, 11003, Note_on_c, 0, 60, 0
1, 11003, Note_on_c, 0, 63, 0
1, 11040, Note_on_c, 0, 55, 80
1, 11040, Note_on_c, 0, 60, 80
1, 11040, Note_on_c, 0, 63, 80
1, 11495, Note_on_c, 0, 55, 0
1, 11495, Note_on_c, 0, 60, 0
1, 11495, Note_on_c, 0, 63, 0
1, 11520, Note_on_c, 0, 55, 80
1, 11520, Note_on_c, 0, 58, 80
1, 11520, Note_on_c, 0, 62, 80
1, 12203, Note_on_c, 0, 55, 0
1, 12203, Note_on_c, 0, 58, 0
1, 12203, Note_on_c, 0, 62, 0
1, 12240, Note_on_c, 0, 55, 80
1, 12240, Note_on_c, 0, 58, 80
1, 12240, Note_on_c, 0, 62, 80
1, 12923, Note_on_c, 0, 55, 0
1, 12923, Note_on_c, 0, 58, 0
1, 12923, Note_on_c, 0, 62, 0
1, 12960, Note_on_c, 0, 63, 80
1, 13415, Note_on_c, 0, 63, 0
1, 13440, Note_on_c, 0, 51, 80
1, 13440, Note_on_c, 0, 55, 80
1, 13440, Note_on_c, 0, 60, 80
1, 14400, Note_on_c, 0, 51, 0
1, 14880, Note_on_c, 0, 55, 0
1, 15263, Note_on_c, 0, 60, 0
1, 15360, Note_on_c, 0, 51, 80
1, 15360, Note_on_c, 0, 56, 80
1, 15360, Note_on_c, 0, 60, 80
1, 15360, Note_on_c, 0, 68, 80
1, 16271, Note_on_c, 0, 68, 0
1, 16320, Note_on_c, 0, 70, 80
1, 16775, Note_on_c, 0, 70, 0
1, 16800, Note_on_c, 0, 68, 80
1, 17183, Note_on_c, 0, 51, 0
1, 17183, Note_on_c, 0, 56, 0
1, 17183, Note_on_c, 0, 60, 0
1, 17255, Note_on_c, 0, 68, 0
1, 17280, Note_on_c, 0, 51, 80
1, 17280, Note_on_c, 0, 55, 80
1, 17280, Note_on_c, 0, 60, 80
1, 17280, Note_on_c, 0, 67, 80
1, 18191, Note_on_c, 0, 67, 0
1, 18240, Note_on_c, 0, 65, 80
1, 18695, Note_on_c, 0, 65, 0
1, 18720, Note_on_c, 0, 63, 80
1, 19103, Note_on_c, 0, 51, 0
1, 19103, Note_on_c, 0, 55, 0
1, 19103, Note_on_c, 0, 60, 0
1, 19175, Note_on_c, 0, 63, 0
1, 19200, Note_on_c, 0, 50, 80
1, 19200, Note_on_c, 0, 55, 80
1, 19200, Note_on_c, 0, 58, 80
1, 19200, Note_on_c, 0, 65, 80
1, 20111, Note_on_c, 0, 65, 0
1, 20160, Note_on_c, 0, 67, 80
1, 20615, Note_on_c, 0, 67, 0
1, 20640, Note_on_c, 0, 63, 80
1, 21023, Note_on_c, 0, 50, 0
1, 21023, Note_on_c, 0, 55, 0
1, 21023, Note_on_c, 0, 58, 0
1, 21095, Note_on_c, 0, 63, 0
1, 21120, Note_on_c, 0, 60, 80
1, 22943, Note_on_c, 0, 60, 0
1, 23040, Note_on_c, 0, 51, 80
1, 23040, Note_on_c, 0, 56, 80
1, 23040, Note_on_c, 0, 60, 80
1, 23040, Note_on_c, 0, 68, 80
1, 23951, Note_on_c, 0, 68, 0
1, 24000, Note_on_c, 0, 70, 80
1, 24455, Note_on_c, 0, 70, 0
1, 24480, Note_on_c, 0, 68, 80
1, 24863, Note_on_c, 0, 51, 0
1, 24863, Note_on_c, 0, 56, 0
1, 24863, Note_on_c, 0, 60, 0
1, 24935, Note_on_c, 0, 68, 0
1, 24960, Note_on_c, 0, 51, 80
1, 24960, Note_on_c, 0, 55, 80
1, 24960, Note_on_c, 0, 60, 80
1, 24960, Note_on_c, 0, 67, 80
1, 25871, Note_on_c, 0, 67, 0
1, 25920, Note_on_c, 0, 65, 80
1, 26375, Note_on_c, 0, 65, 0
1, 26400, Note_on_c, 0, 63, 80
1, 26783, Note_on_c, 0, 51, 0
1, 26783, Note_on_c, 0, 55, 0
1, 26783, Note_on_c, 0, 60, 0
1, 26855, Note_on_c, 0, 63, 0
1, 26880, Note_on_c, 0, 50, 80
1, 26880, Note_on_c, 0, 55, 80
1, 26880, Note_on_c, 0, 58, 80
1, 26880, Note_on_c, 0, 65, 80
1, 27791, Note_on_c, 0, 65, 0
1, 27840, Note_on_c, 0, 63, 80
1, 28295, Note_on_c, 0, 63, 0
1, 28320, Note_on_c, 0, 60, 80
1, 28703, Note_on_c, 0, 50, 0
1, 28703, Note_on_c, 0, 55, 0
1, 28703, Note_on_c, 0, 58, 0
1, 28800, Note_on_c, 0, 51, 80
1, 28800, Note_on_c, 0, 55, 80
1, 29760, Note_on_c, 0, 51, 0
1, 30240, Note_on_c, 0, 55, 0
1, 30599, Note_on_c, 0, 60, 0
1, 30720, Note_on_c, 0, 56, 80
1, 30720, Note_on_c, 0, 60, 80
1, 30720, Note_on_c, 0, 65, 80
1, 32543, Note_on_c, 0, 56, 0
1, 32543, Note_on_c, 0, 60, 0
1, 32543, Note_on_c, 0, 65, 0
1, 32640, Note_on_c, 0, 55, 80
1, 32640, Note_on_c, 0, 60, 80
1, 32640, Note_on_c, 0, 63, 80
1, 33551, Note_on_c, 0, 55, 0
1, 33551, Note_on_c, 0, 60, 0
1, 33551, Note_on_c, 0, 63, 0
1, 33600, Note_on_c, 0, 63, 80
1, 33827, Note_on_c, 0, 63, 0
1, 34080, Note_on_c, 0, 60, 80
1, 34307, Note_on_c, 0, 60, 0
1, 34560, Note_on_c, 0, 55, 80
1, 34560, Note_on_c, 0, 58, 80
1, 34560, Note_on_c, 0, 62, 80
1, 35471, Note_on_c, 0, 55, 0
1, 35471, Note_on_c, 0, 58, 0
1, 35471, Note_on_c, 0, 62, 0
1, 35520, Note_on_c, 0, 50, 80
1, 35520, Note_on_c, 0, 55, 80
1, 35520, Note_on_c, 0, 58, 80
1, 35975, Note_on_c, 0, 58, 0
1, 36000, Note_on_c, 0, 60, 80
1, 36431, Note_on_c, 0, 50, 0
1, 36431, Note_on_c, 0, 55, 0
1, 36455, Note_on_c, 0, 60, 0
1, 36480, Note_on_c, 0, 51, 80
1, 36480, Note_on_c, 0, 55, 80
1, 36480, Note_on_c, 0, 60, 80
1, 37440, Note_on_c, 0, 51, 0
1, 37920, Note_on_c, 0, 55, 0
1, 38303, Note_on_c, 0, 60, 0
1, 38400, Note_on_c, 0, 56, 80
1, 38400, Note_on_c, 0, 60, 80
1, 38400, Note_on_c, 0, 65, 80
1, 40223, Note_on_c, 0, 56, 0
1, 40223, Note_on_c, 0, 60, 0
1, 40223, Note_on_c, 0, 65, 0
1, 40320, Note_on_c, 0, 55, 80
1, 40320, Note_on_c, 0, 60, 80
1, 40320, Note_on_c, 0, 63, 80
1, 41231, Note_on_c, 0, 55, 0
1, 41231, Note_on_c, 0, 60, 0
1, 41231, Note_on_c, 0, 63, 0
